Name,Stream,Career_Path,Skills,Internship_Field,Courses_Completed,Industry,Salary_INR,Experience_Years,Current_Level,Previous_Role,Location,Certifications,Employment_Type,Remote_or_Onsite
Colin Hood,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Udemy,Construction,1866406,1,Mid-Level,Junior Associate,Delhi,Microsoft,Freelance,Hybrid
Kenneth Johnston,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,IBM Certification,Healthcare,2139561,14,Junior,Junior Associate,Bangalore,Microsoft,Internship,Remote
Jennifer Brown,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,NPTEL,Marine,361727,7,Intern,Student,Chennai,Cisco,Internship,Onsite
Joann Warner,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Coursera,Manufacturing,1017071,7,Intern,Student,Delhi,CompTIA Security+,Internship,Onsite
David Lewis,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Healthcare,616346,15,Junior,Student,Mumbai,Cisco,Contract,Hybrid
Jamie Johnston,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Google Certification,Construction,2305786,4,Senior,Student,Hyderabad,CompTIA Security+,Freelance,Remote
Adam Ruiz,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,NPTEL,Construction,1197260,10,Senior,Student,Visakhapatnam,Cisco,Contract,Onsite
David Hurst,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Skillshare,Manufacturing,1364264,5,Mid-Level,Junior Associate,Kochi,CompTIA Security+,Full-Time,Onsite
Cynthia Murphy,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Coursera,Media,1439404,2,Junior,Junior Associate,Hyderabad,AWS,Contract,Onsite
Morgan Ryan,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Google Certification,IT,914718,14,Intern,Trainee,Kochi,Google Analytics,Full-Time,Hybrid
Melissa Kramer,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Google Certification,Finance,1005106,0,Intern,Trainee,Pune,Google Analytics,Freelance,Onsite
Christopher Villarreal,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Google Certification,IT,2266428,15,Intern,Student,Chennai,AWS,Freelance,Remote
Alex Lopez,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Automobile,376379,4,Senior,Trainee,Hyderabad,,Full-Time,Onsite
Jillian Cox,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,NPTEL,Manufacturing,936023,1,Mid-Level,Student,Mumbai,AWS,Freelance,Remote
Hannah Cervantes,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Finance,971327,12,Junior,Student,Kochi,Microsoft,Full-Time,Hybrid
Sean Taylor,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Coursera,Finance,1986565,3,Senior,Student,Visakhapatnam,Cisco,Full-Time,Onsite
April Boyer,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,IBM Certification,Automobile,1763705,3,Mid-Level,Junior Associate,Visakhapatnam,Google Analytics,Contract,Onsite
Teresa Williams,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,IBM Certification,Manufacturing,1734138,1,Senior,Junior Associate,Visakhapatnam,Microsoft,Contract,Remote
Christy Valenzuela,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Construction,941716,13,Junior,Junior Associate,Hyderabad,Google Analytics,Freelance,Onsite
Justin Meza,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Marine,1156241,0,Senior,Intern,Hyderabad,,Freelance,Remote
Daniel Rogers,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Skillshare,Automobile,1316617,8,Junior,Student,Visakhapatnam,,Internship,Remote
Terry Hanson,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Agriculture,674714,4,Mid-Level,Junior Associate,Bangalore,CompTIA Security+,Contract,Remote
Jerry Trujillo,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Udemy,IT,1878262,8,Intern,Intern,Delhi,AWS,Full-Time,Hybrid
Ashley Wright,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,IBM Certification,Finance,915516,6,Mid-Level,Intern,Kochi,Cisco,Contract,Hybrid
Brandi Smith,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Finance,1394841,9,Intern,Junior Associate,Chennai,Google Analytics,Freelance,Onsite
Clifford Farrell,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,LinkedIn Learning,Manufacturing,1775675,9,Junior,Trainee,Visakhapatnam,CompTIA Security+,Contract,Remote
Nancy Gates,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,NPTEL,Education,359372,1,Senior,Junior Associate,Coimbatore,Google Analytics,Full-Time,Remote
Kendra Bennett,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Marine,1163081,2,Intern,Junior Associate,Coimbatore,Microsoft,Freelance,Onsite
Robert Olsen,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,NPTEL,Marine,887996,4,Mid-Level,Junior Associate,Coimbatore,AWS,Contract,Onsite
Elizabeth Horton,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Udemy,Agriculture,316501,6,Intern,Student,Bangalore,,Internship,Hybrid
Jessica Foster,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,NPTEL,Finance,1359601,5,Senior,Junior Associate,Pune,,Freelance,Hybrid
William Butler,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,IT,913121,1,Mid-Level,Intern,Bangalore,CompTIA Security+,Contract,Hybrid
Diane Moore,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,LinkedIn Learning,Finance,716496,5,Mid-Level,Junior Associate,Pune,Google Analytics,Internship,Remote
Cassandra Lane,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Coursera,Healthcare,2413084,11,Senior,Student,Bangalore,Google Analytics,Full-Time,Remote
Jessica Ayala MD,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,IBM Certification,Healthcare,1868796,11,Senior,Trainee,Pune,Google Analytics,Freelance,Remote
Penny Scott,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Udemy,Agriculture,1114443,6,Mid-Level,Trainee,Visakhapatnam,Google Analytics,Full-Time,Onsite
Steve Gray,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Marine,1123622,5,Mid-Level,Intern,Kochi,CompTIA Security+,Internship,Hybrid
Sherri Velasquez,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Google Certification,IT,1785455,3,Intern,Trainee,Visakhapatnam,Google Analytics,Internship,Hybrid
Jerry Bauer,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Manufacturing,1067004,6,Mid-Level,Intern,Bangalore,,Full-Time,Onsite
Timothy Green,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,LinkedIn Learning,Manufacturing,1876141,2,Senior,Student,Coimbatore,Cisco,Full-Time,Onsite
Karen Powell,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Coursera,IT,1492816,7,Mid-Level,Intern,Chennai,Microsoft,Internship,Hybrid
Russell Harper,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Skillshare,Education,895166,9,Senior,Trainee,Coimbatore,Microsoft,Full-Time,Remote
Lauren Fernandez,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,IBM Certification,Agriculture,1057630,8,Mid-Level,Student,Chennai,Google Analytics,Freelance,Onsite
Roger Aguilar,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Coursera,IT,751509,15,Junior,Student,Visakhapatnam,,Freelance,Remote
Gregory Gonzales,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Skillshare,Education,1188307,11,Senior,Trainee,Bangalore,Google Analytics,Internship,Remote
Donald Hernandez,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Udemy,Education,1344764,3,Senior,Intern,Bangalore,Google Analytics,Internship,Onsite
Brandon Stevens,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Coursera,IT,2407596,6,Mid-Level,Intern,Delhi,Microsoft,Full-Time,Remote
Alejandro Ford,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Automobile,941969,8,Senior,Trainee,Delhi,Google Analytics,Full-Time,Hybrid
Brian Novak,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,NPTEL,Automobile,882253,3,Junior,Intern,Coimbatore,,Contract,Remote
Thomas Perez,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,NPTEL,Construction,2207385,10,Senior,Intern,Coimbatore,,Contract,Hybrid
Angela Silva,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Construction,1996344,3,Mid-Level,Junior Associate,Pune,AWS,Internship,Onsite
Lee Riddle DVM,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Coursera,Manufacturing,881862,15,Junior,Intern,Delhi,Cisco,Contract,Hybrid
Angelica Novak,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,IT,1437309,8,Senior,Student,Bangalore,Google Analytics,Internship,Remote
Ronald Parsons,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Finance,2170860,1,Mid-Level,Intern,Hyderabad,AWS,Internship,Onsite
Michelle Copeland,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Udemy,Automobile,2443459,4,Senior,Junior Associate,Delhi,Microsoft,Contract,Hybrid
Shaun Dean,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Construction,1811121,9,Senior,Intern,Mumbai,AWS,Contract,Onsite
Whitney Smith,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Coursera,Manufacturing,1566229,7,Junior,Junior Associate,Hyderabad,CompTIA Security+,Contract,Hybrid
Tricia Morris,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Coursera,Construction,1575304,3,Intern,Trainee,Delhi,,Freelance,Onsite
Courtney Larsen,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Skillshare,Manufacturing,1904754,0,Intern,Junior Associate,Mumbai,Microsoft,Full-Time,Remote
David Walker,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Google Certification,Automobile,2192897,14,Intern,Student,Delhi,Cisco,Contract,Remote
Gary Briggs,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Coursera,Marine,1495554,9,Senior,Junior Associate,Chennai,,Freelance,Onsite
Alexander King,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Google Certification,Media,280546,1,Junior,Trainee,Visakhapatnam,CompTIA Security+,Freelance,Hybrid
Catherine Crawford,Hotel Management,Chef,"Cooking, Food Safety, Creativity",Chef,Coursera,Automobile,1885401,1,Senior,Junior Associate,Chennai,Microsoft,Freelance,Hybrid
Emily Green,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,NPTEL,Marine,1930352,11,Intern,Student,Chennai,AWS,Internship,Onsite
Pamela Smith,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Google Certification,Manufacturing,1332116,0,Senior,Student,Chennai,AWS,Full-Time,Onsite
Jeremy Wiley,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Coursera,Construction,594427,5,Senior,Junior Associate,Pune,CompTIA Security+,Freelance,Remote
Kelly Wilson,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,NPTEL,IT,1570500,7,Junior,Trainee,Hyderabad,CompTIA Security+,Internship,Onsite
Phillip Mcgee,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,NPTEL,Education,2237087,0,Intern,Junior Associate,Hyderabad,CompTIA Security+,Contract,Onsite
Jason Miller,Hotel Management,Chef,"Cooking, Food Safety, Creativity",Chef,Google Certification,Marine,2280788,8,Junior,Junior Associate,Pune,Microsoft,Freelance,Remote
Linda Ballard,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,LinkedIn Learning,Finance,2491164,9,Mid-Level,Intern,Bangalore,AWS,Internship,Remote
Caleb Richards,Hotel Management,Chef,"Cooking, Food Safety, Creativity",Chef,Skillshare,Media,698564,4,Mid-Level,Student,Coimbatore,CompTIA Security+,Internship,Onsite
Lori White,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Udemy,Automobile,666660,10,Senior,Junior Associate,Chennai,Google Analytics,Full-Time,Hybrid
Diana Parker,Hotel Management,Chef,"Cooking, Food Safety, Creativity",Chef,NPTEL,IT,1953307,1,Intern,Student,Pune,,Full-Time,Remote
Steven Vaughn,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Coursera,Marine,1400221,5,Senior,Junior Associate,Delhi,Microsoft,Full-Time,Remote
Joseph Hancock,Hotel Management,Chef,"Cooking, Food Safety, Creativity",Chef,Coursera,Marine,1422285,13,Junior,Student,Kochi,Microsoft,Full-Time,Hybrid
Amber Jennings,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Udemy,Finance,334160,11,Senior,Intern,Mumbai,Microsoft,Freelance,Hybrid
Holly Lopez,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Coursera,Finance,1380393,13,Intern,Intern,Kochi,AWS,Freelance,Onsite
Walter Martinez,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Coursera,Education,1093063,1,Junior,Trainee,Delhi,CompTIA Security+,Internship,Hybrid
Patricia Miller,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Skillshare,Finance,1835734,14,Senior,Student,Coimbatore,Google Analytics,Contract,Hybrid
Sherry Edwards,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Google Certification,Automobile,2276406,1,Senior,Junior Associate,Mumbai,AWS,Full-Time,Hybrid
Jason Ford,Hotel Management,Chef,"Cooking, Food Safety, Creativity",Chef,IBM Certification,Automobile,2155243,14,Mid-Level,Student,Hyderabad,AWS,Full-Time,Onsite
Ronald Reynolds,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Google Certification,Media,2050020,2,Senior,Intern,Mumbai,Microsoft,Contract,Hybrid
Misty Hayes,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Google Certification,Marine,1176251,1,Junior,Intern,Visakhapatnam,,Contract,Remote
Allison James,Hotel Management,Chef,"Cooking, Food Safety, Creativity",Chef,Coursera,Marine,1093489,8,Intern,Trainee,Bangalore,,Internship,Onsite
Joseph Noble,Hotel Management,Chef,"Cooking, Food Safety, Creativity",Chef,NPTEL,Education,2028920,15,Senior,Trainee,Visakhapatnam,AWS,Contract,Hybrid
Lauren Vasquez,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Coursera,Marine,1832791,10,Mid-Level,Trainee,Visakhapatnam,,Freelance,Hybrid
Chad Massey,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Coursera,Automobile,663025,2,Intern,Junior Associate,Kochi,Cisco,Internship,Remote
Michael Mayo,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,LinkedIn Learning,Education,1208681,1,Mid-Level,Student,Bangalore,Microsoft,Contract,Onsite
Courtney Freeman,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Coursera,Marine,2032366,9,Mid-Level,Student,Pune,Microsoft,Contract,Remote
Steven Rose,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,IBM Certification,Construction,455625,2,Intern,Intern,Coimbatore,Cisco,Freelance,Onsite
Tammy White,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Skillshare,Healthcare,367626,15,Senior,Trainee,Kochi,Cisco,Contract,Hybrid
Roger Pham,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Skillshare,Manufacturing,624377,9,Junior,Student,Pune,Google Analytics,Internship,Hybrid
Eric Dean,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,LinkedIn Learning,Construction,321743,14,Mid-Level,Junior Associate,Bangalore,Google Analytics,Contract,Remote
Heather Madden,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Udemy,Finance,1749988,9,Intern,Intern,Bangalore,,Full-Time,Onsite
Samuel Strickland,Hotel Management,Hotel Manager,"Hospitality, Management, Customer Service",Hotel Manager,Google Certification,Agriculture,1997479,13,Junior,Intern,Kochi,AWS,Freelance,Remote
Matthew Jackson,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Coursera,Agriculture,2256324,11,Mid-Level,Trainee,Hyderabad,,Freelance,Remote
Angela Jones,Hotel Management,Event Coordinator,"Planning, Communication, Management",Event Coordinator,Google Certification,Media,794497,1,Junior,Student,Hyderabad,,Contract,Onsite
Deborah Brennan,Hotel Management,Chef,"Cooking, Food Safety, Creativity",Chef,NPTEL,Healthcare,599617,9,Intern,Trainee,Bangalore,Microsoft,Contract,Onsite
